3.21,6.a
3.21,6.c
3.21,6.d
4.1,1c
4.1,2d
4.1,4b
4.1,6c
4.2,1.a
4.2,1.c
4.2,4.b
4.2,6.a
4.2,6.c
4.2,6.d
4.3,1.a
4.3,1.c
4.3,4.b
4.3,6.a
4.3,6.c
4.3,6.d
4.4,1c
4.4,2d
4.4,4b
4.4,6c
4.5,1c
4.5,2d
4.5,4b
4.5,6c
4.6,1.a
4.6,1.c
4.6,4.b
4.6,6.a
4.6,6.c
4.6,6.d
4.7,1.a
4.7,1.b
4.7,1.c
4.7,2.a
4.7,2.b
4.7,4.b
4.7,4.d
4.7,6.a
4.7,6.c
4.7,6.d
4.8,1.c
4.8,2.d
4.9,1.a
4.9,1.c
4.9,4.b
4.9,6.a
4.9,6.c
4.9,6.d
4.10,1.a
4.10,1.c
4.10,4.b
4.10,6.a
4.10,6.c
4.10,6.d
4.11,1.a
4.11,1.b
4.11,1.c
4.11,2.a
4.11,2.b
4.11,4.b
4.11,4.d
4.11,6.a
4.11,6.c
4.11,6.d
4.12,1.a
4.12,1.c
4.12,4.b
4.12,6.a
4.12,6.c
4.12,6.d
4.13,1.a
4.13,1.c
4.13,2.a
4.13,2.d
4.13,4.b
4.13,4.d
4.13,6.c
4.14,1.a
4.14,1.c
4.14,4.b
4.14,6.a
4.14,6.c
4.14,6.d
4.15,1.a
4.15,1.c
4.15,4.b
4.15,6.a
4.15,6.c
4.15,6.d
4.16,1.a
4.16,1.c
4.16,4.b
4.16,6.a
4.16,6.c
4.16,6.d
4.17,1c
4.17,2d
4.17,4b
4.17,6c
4.18,1.a
4.18,1.c
4.18,4.b
4.18,6.a
4.18,6.c
4.18,6.d
