http://www.bootstrapworld.org/materials/spring2016/courses/bs1/units/unit1/index.html,5.G.1-2,Graph points on the coordinate plane to solve real-world and mathematical problems,20,Unit 1 Videogames and Coordinate Planes,"Students discuss the components of their favorite videogames, and discover that they can be reduced to a series of coordinates. They then explore coordinates in Cartesian space, and identify the coordinates for the characters in a game at various points in time. Once they are comfortable with coordinates, they brainstorm their own games and create sample coordinate lists for different points in time in their own game.",85 minutes
http://www.bootstrapworld.org/materials/spring2016/courses/bs1/units/unit4/index.html,F-IF.1-3,"The student uses function notation to describe, evaluate, and interpret functions in terms of domain and range",51,Unit 4 The Design Recipe,Students continue to practice the Design Recipe by applying it to simple problems.,110 minutes
http://www.bootstrapworld.org/materials/spring2016/courses/bs1/units/unit4/index.html,F-IF.4-6,The student interprets the behavior of functions that arise in applications in terms of the context,52,Unit 4 The Design Recipe,Students continue to practice the Design Recipe by applying it to simple problems.,110 minutes
http://www.bootstrapworld.org/materials/spring2016/courses/bs1/units/unit4/index.html,BS-DR.1,The student is able to translate a word problem into a Contract and Purpose Statement,53,Unit 4 The Design Recipe,Students continue to practice the Design Recipe by applying it to simple problems.,110 minutes
http://www.bootstrapworld.org/materials/spring2016/courses/bs1/units/unit4/index.html,BS-DR.2,The student can derive test cases for a given contract and purpose statement,54,Unit 4 The Design Recipe,Students continue to practice the Design Recipe by applying it to simple problems.,110 minutes
http://www.bootstrapworld.org/materials/spring2016/courses/bs1/units/unit4/index.html,BS-DR.3,"Given mutiple test cases, the student can define a function",55,Unit 4 The Design Recipe,Students continue to practice the Design Recipe by applying it to simple problems.,110 minutes
http://www.bootstrapworld.org/materials/spring2016/courses/bs1/units/unit5/index.html,F-IF.1-3,"The student uses function notation to describe, evaluate, and interpret functions in terms of domain and range",56,Unit 5 Game Animation,"Students define functions that map attributes of their game from one frame to the next, allowing them to move their dangers, targets, and projectiles.",70 minutes
http://www.bootstrapworld.org/materials/spring2016/courses/bs1/units/unit5/index.html,F-LE.5,The student interprets expressions for functions in terms of the situations they model,57,Unit 5 Game Animation,"Students define functions that map attributes of their game from one frame to the next, allowing them to move their dangers, targets, and projectiles.",70 minutes
http://www.bootstrapworld.org/materials/spring2016/courses/bs1/units/unit5/index.html,BS-DR.2,The student can derive test cases for a given contract and purpose statement,58,Unit 5 Game Animation,"Students define functions that map attributes of their game from one frame to the next, allowing them to move their dangers, targets, and projectiles.",70 minutes
http://www.bootstrapworld.org/materials/spring2016/courses/bs1/units/unit5/index.html,BS-DR.3,"Given mutiple test cases, the student can define a function",59,Unit 5 Game Animation,"Students define functions that map attributes of their game from one frame to the next, allowing them to move their dangers, targets, and projectiles.",70 minutes
http://www.bootstrapworld.org/materials/spring2016/courses/bs1/units/unit5/index.html,BS-IDE,"The student is familiar with using a REPL, entering expressions properly, and interpreting error messages",60,Unit 5 Game Animation,"Students define functions that map attributes of their game from one frame to the next, allowing them to move their dangers, targets, and projectiles.",70 minutes
http://www.bootstrapworld.org/materials/spring2016/courses/bs1/units/unit5/index.html,BS-PL.1,The student is familiar with declaring values and applying built-in functions using the programming language,61,Unit 5 Game Animation,"Students define functions that map attributes of their game from one frame to the next, allowing them to move their dangers, targets, and projectiles.",70 minutes
http://www.bootstrapworld.org/materials/spring2016/courses/bs1/units/unit5/index.html,BS-PL.2,The student is comfortable using and writing Contracts for built-in functions,62,Unit 5 Game Animation,"Students define functions that map attributes of their game from one frame to the next, allowing them to move their dangers, targets, and projectiles.",70 minutes
http://www.bootstrapworld.org/materials/spring2016/courses/bs1/units/unit5/index.html,BS-PL.3,The student is able to use the syntax of the programming language to define values and functions,63,Unit 5 Game Animation,"Students define functions that map attributes of their game from one frame to the next, allowing them to move their dangers, targets, and projectiles.",70 minutes
http://www.bootstrapworld.org/materials/spring2016/courses/bs1/units/unit6/index.html,7.EE.3-4,The student uses numerical and algebraic expressions and equations to solve real-life and mathematical problems,64,Unit 6 Teaching Functions to Compare,"Students discover Boolean types, and use them to create programs that test values, and then model scenarios using these programs.",90 minutes
http://www.bootstrapworld.org/materials/spring2016/courses/bs1/units/unit6/index.html,8.F.1-3,"The student defines, evaluates, and compares functions",65,Unit 6 Teaching Functions to Compare,"Students discover Boolean types, and use them to create programs that test values, and then model scenarios using these programs.",90 minutes
http://www.bootstrapworld.org/materials/spring2016/courses/bs1/units/unit6/index.html,A-CED.1-4,The student solves equations and inequalities in one or more variable that describe numbers or relationships,66,Unit 6 Teaching Functions to Compare,"Students discover Boolean types, and use them to create programs that test values, and then model scenarios using these programs.",90 minutes
http://www.bootstrapworld.org/materials/spring2016/courses/bs1/units/unit6/index.html,A-SSE.1-2,The student interprets the structure of expressions to solve problems in context,67,Unit 6 Teaching Functions to Compare,"Students discover Boolean types, and use them to create programs that test values, and then model scenarios using these programs.",90 minutes
http://www.bootstrapworld.org/materials/spring2016/courses/bs1/units/unit6/index.html,F-IF.1-3,"The student uses function notation to describe, evaluate, and interpret functions in terms of domain and range",68,Unit 6 Teaching Functions to Compare,"Students discover Boolean types, and use them to create programs that test values, and then model scenarios using these programs.",90 minutes
http://www.bootstrapworld.org/materials/spring2016/courses/bs1/units/unit6/index.html,F-IF.4-6,The student interprets the behavior of functions that arise in applications in terms of the context,69,Unit 6 Teaching Functions to Compare,"Students discover Boolean types, and use them to create programs that test values, and then model scenarios using these programs.",90 minutes
http://www.bootstrapworld.org/materials/spring2016/courses/bs1/units/unit6/index.html,BS-DR.2,The student can derive test cases for a given contract and purpose statement,70,Unit 6 Teaching Functions to Compare,"Students discover Boolean types, and use them to create programs that test values, and then model scenarios using these programs.",90 minutes
http://www.bootstrapworld.org/materials/spring2016/courses/bs1/units/unit6/index.html,BS-DR.3,"Given mutiple test cases, the student can define a function",71,Unit 6 Teaching Functions to Compare,"Students discover Boolean types, and use them to create programs that test values, and then model scenarios using these programs.",90 minutes
http://www.bootstrapworld.org/materials/spring2016/courses/bs1/units/unit6/index.html,BS-IDE,"The student is familiar with using a REPL, entering expressions properly, and interpreting error messages",72,Unit 6 Teaching Functions to Compare,"Students discover Boolean types, and use them to create programs that test values, and then model scenarios using these programs.",90 minutes
http://www.bootstrapworld.org/materials/spring2016/courses/bs1/units/unit6/index.html,BS-PL.1,The student is familiar with declaring values and applying built-in functions using the programming language,73,Unit 6 Teaching Functions to Compare,"Students discover Boolean types, and use them to create programs that test values, and then model scenarios using these programs.",90 minutes
http://www.bootstrapworld.org/materials/spring2016/courses/bs1/units/unit6/index.html,BS-PL.2,The student is comfortable using and writing Contracts for built-in functions,74,Unit 6 Teaching Functions to Compare,"Students discover Boolean types, and use them to create programs that test values, and then model scenarios using these programs.",90 minutes
http://www.bootstrapworld.org/materials/spring2016/courses/bs1/units/unit7/index.html,A-SSE.1-2,The student interprets the structure of expressions to solve problems in context,75,Unit 7 Conditional Branching,Students use piecewise functions to move their players in response to key-presses.,50 minutes
http://www.bootstrapworld.org/materials/spring2016/courses/bs1/units/unit7/index.html,BS-DR.1,The student is able to translate a word problem into a Contract and Purpose Statement,76,Unit 7 Conditional Branching,Students use piecewise functions to move their players in response to key-presses.,50 minutes
http://www.bootstrapworld.org/materials/spring2016/courses/bs1/units/unit7/index.html,BS-DR.2,The student can derive test cases for a given contract and purpose statement,77,Unit 7 Conditional Branching,Students use piecewise functions to move their players in response to key-presses.,50 minutes
http://www.bootstrapworld.org/materials/spring2016/courses/bs1/units/unit7/index.html,BS-DR.3,"Given mutiple test cases, the student can define a function",78,Unit 7 Conditional Branching,Students use piecewise functions to move their players in response to key-presses.,50 minutes
http://www.bootstrapworld.org/materials/spring2016/courses/bs1/units/unit7/index.html,BS-PL.4,The student is familiar with the syntax for conditionals,79,Unit 7 Conditional Branching,Students use piecewise functions to move their players in response to key-presses.,50 minutes
http://www.bootstrapworld.org/materials/spring2016/courses/bs1/units/unit8/index.html,6.NS.5-8,"The student performs operations with negative numbers, works with the number line and coordinate plane, order and absolute value of numbers, and solves real-world problems with rational numbers.",80,Unit 8 Collision Detection,"Students derive, discuss, and prove the Pythagorean theorem, then use this theorem in conjunction with Booleans to detect collisions in their games.",85 minutes
http://www.bootstrapworld.org/materials/spring2016/courses/bs1/units/unit8/index.html,8.F.1-3,"The student defines, evaluates, and compares functions",81,Unit 8 Collision Detection,"Students derive, discuss, and prove the Pythagorean theorem, then use this theorem in conjunction with Booleans to detect collisions in their games.",85 minutes
http://www.bootstrapworld.org/materials/spring2016/courses/bs1/units/unit8/index.html,8.G.6-8,The student uses the Pythagorean Theorem to solve real-world and mathematical problems,82,Unit 8 Collision Detection,"Students derive, discuss, and prove the Pythagorean theorem, then use this theorem in conjunction with Booleans to detect collisions in their games.",85 minutes
http://www.bootstrapworld.org/materials/spring2016/courses/bs1/units/unit8/index.html,A-SSE.1-2,The student interprets the structure of expressions to solve problems in context,83,Unit 8 Collision Detection,"Students derive, discuss, and prove the Pythagorean theorem, then use this theorem in conjunction with Booleans to detect collisions in their games.",85 minutes
http://www.bootstrapworld.org/materials/spring2016/courses/bs1/units/unit8/index.html,F-IF.1-3,"The student uses function notation to describe, evaluate, and interpret functions in terms of domain and range",84,Unit 8 Collision Detection,"Students derive, discuss, and prove the Pythagorean theorem, then use this theorem in conjunction with Booleans to detect collisions in their games.",85 minutes
http://www.bootstrapworld.org/materials/spring2016/courses/bs1/units/unit8/index.html,F-IF.4-6,The student interprets the behavior of functions that arise in applications in terms of the context,85,Unit 8 Collision Detection,"Students derive, discuss, and prove the Pythagorean theorem, then use this theorem in conjunction with Booleans to detect collisions in their games.",85 minutes
http://www.bootstrapworld.org/materials/spring2016/courses/bs1/units/unit8/index.html,BS-DR.3,"Given mutiple test cases, the student can define a function",86,Unit 8 Collision Detection,"Students derive, discuss, and prove the Pythagorean theorem, then use this theorem in conjunction with Booleans to detect collisions in their games.",85 minutes
http://www.bootstrapworld.org/materials/spring2016/courses/bs1/units/unit8/index.html,BS-PL.3,The student is able to use the syntax of the programming language to define values and functions,87,Unit 8 Collision Detection,"Students derive, discuss, and prove the Pythagorean theorem, then use this theorem in conjunction with Booleans to detect collisions in their games.",85 minutes
http://www.bootstrapworld.org/materials/spring2016/courses/bs1/units/unit8/index.html,BS-PL.4,The student is familiar with the syntax for conditionals,88,Unit 8 Collision Detection,"Students derive, discuss, and prove the Pythagorean theorem, then use this theorem in conjunction with Booleans to detect collisions in their games.",85 minutes
